witness_ID;text_ID
Royal Library, Stockholm : Perg. 4to nr 7;Hrólfs saga Gautrekssonar (fornaldarsögur)
Royal Library, Stockholm : Perg. 4to nr 7;Ásmundar saga kappabana (fornaldarsögur)
Royal Library, Stockholm : Perg. 4to nr 7;Örvar-Odds saga (fornaldarsögur)
Royal Library, Stockholm : Perg. 8vo nr 10 VI Perg. 4:o nr 20 (Part 6);Friðþjófs saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Ánsrímur  (fornaldarrímur)
Herzog August Bibliothek, Wolfenbüttel : Cod. Guelf. 42;Ánsrímur  (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 603 4to;Ánsrímur  (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Andrarímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 603 4to;Andrarímur (fornaldarrímur)
Royal Library, Stockholm : Perg. 23 4to;Andrarímur (fornaldarrímur)
Royal Library, Stockholm : Perg. 22 4to;Bjarkarímur (fornaldarrímur)
Royal Library, Stockholm : Perg. 23 4to;Bósarímur (fornaldarrímur)
Royal Library, Stockholm : Perg. 22 4to;Egilsrímur einhenda (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Friðþjófsrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Grímsrímur og Hjálmar (fornaldarrímur)
Royal Library, Stockholm : Perg. 23 4to;Brönurímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Brönurímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Hjálmþérsrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 603 4to;Hjálmþérsrímur (fornaldarrímur)
Herzog August Bibliothek, Wolfenbüttel : Cod. Guelf. 42;Griplur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Ormarsrímur (fornaldarrímur)
Herzog August Bibliothek, Wolfenbüttel : Cod. Guelf. 42;Ormarsrímur (fornaldarrímur)
Royal Library, Stockholm : Perg. 23 4to;Sturlaugsrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 603 4to;Sturlaugsrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Sörlarímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Úlfhamsrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 604 a-h 4to;Völsungarrímur (fornaldarrímur)
Arnamagnæan Collection, Reykjavík : AM 603 4to;Ölvisrímur sterka (fornaldarrímur)
