witness_ID;text_ID
Arnamagnæan Collection, Copenhagen : AM 544 4to Hauksbók;Ragnarssona þáttur (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 556 b 4to;Þorsteins saga Víkingssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 557 4to;Eiríks saga víðförla (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 IV 4to;Gríms saga loðinkinna (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 IV 4to;Örvar-Odds saga (fornaldarsögur)
Arnamagnæan Collection, Copenhagen : AM 567 V 4to;Norna-Gests þáttur (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XI 4to;Göngu-Hrólfs saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XI 4to;Göngu-Hrólfs saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XIV 4to;Hrólfs saga Gautrekssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XIV 4to;Hrólfs saga Gautrekssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XIV 4to;Gautreks saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XIV 4to;Hrólfs saga Gautrekssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 567 XXIV 4to;Þorsteins saga Víkingssonar (fornaldarsögur)
Arnamagnæan Collection, Copenhagen : AM 570 a 4to;Hrólfs saga Gautrekssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 571 4to;Hálfdanar saga Brönufóstra (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 571 4to;Þorsteins þáttur bæjarmagns (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 577 4to;Egils saga einhenda og Ásmundar berserkjabana (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 577 4to;Bósa saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 577 4to;Þorsteins þáttur bæjarmagns (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 579 4to;Þorsteins saga Víkingssonar (fornaldarsögur)
Arnamagnæan Collection, Copenhagen : AM 580 4to;Hrólfs saga Gautrekssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 586 4to;Bósa saga (fornaldarsögur)
