Liber Marci Pauli de Veneciis de consuetudinibus et condicionibus orientalium regionum (secundum versionem Francisci Pipini) 	60
De nuptiis Philologiae et Mercurii  	238
Formula vitae honestae 	519
Sententiae Patrum Aegyptiorum 	49
Chronicon pontificum et imperatorum 	500
Margarita Decreti 	125
Ars moriendi 	36
De puritate conscientiae 	171
Dialogus rationis et conscientiae de crebra communione 	265
De temporibus 	35
Circa instans 	240
Tobias 	106
Sermones 	40
Summa distinctionum super auctoritatibus Sacrae Scripturae 	42
Regulae urinarum 	62
Elegiae 	52
De consolatione medicinarum, simplicium, solutivarum libri II 	150
Revelationes 	220
Suppletio Milonis 	34
Liber Moamin falconarii 	29
Summa de iure canonico  	38
Moralium dogma philosophorum 	76
Musica enchiriadis 	50
Mythographus Vaticanus III 	47
Navigatio sancti Brendani 	93
Historia Brittonum 	40
Liber fugitivus 	64
Tabulae super Decretum, Decretales, Sextum et Clementinas  	56
Dictionarius pauperum 	183
Distinctiones 	44
De decem praeceptis 	248
De dilectione Dei et proximi  	270
De oratione dominica 	245
De tribus partibus poenitentiae  	33
Quaestiones super libros Sententiarum 	300
Speculum artis bene moriendi 	33
Distinctiones alphabeticae 	67
Postillae in Vetus et Novum Testamentum  	28
Liber de exemplis Sacrae Scripturae 	137
Postilla litteralis super totam Bibliam 	107
Directorium officii inquisitorum 	30
Antidotarium 	500
Commentarium in Consolationem Boetii 	115
Declamationes Senecae moralizatae 	41
Speculum stultorum 	40
Novellae 	0
Vita Mariae Magdalenae 	53
Relatio de mirabilibus orientalium Tatarorum 	78
Tractatus in laudibus sanctae Dei genitricis (Planctus beatae Mariae Virginis) 	100
Consilia 	29
Derivationes 	35
Novus Cornutus 	50
Chronica de duabus civitatibus 	44
De vetula 	36
De vetula (praefatio versificata) 	23
Pamphilus de amore 	60
Ars grammatica 	45
Elementarium 	146
Liber geronticon de octo principalibus vitiis (Verba seniorum) 	147
De corpore et sanguine Domini 	120
Epistola beati Hieronymi ad Paulam et Eustochium de assumptione Mariae virginis  	317
Passio undecim millium virginum secunda 	100
Liber testimoniorum 	131
Liber exhortationis 	246
Epitoma de verborum significatu 	41
Historia Langobardorum 	115
Historia Romana 	163
Versus in Laude sancti Benedicti 	28
Versus in laudem sancti Iohannis Baptistae 	12
Vita Gregorii 	90
Summa de poenitentia 	100
Publica Theophili poenitentia et satisfactio, qui Christum negavit et veniam beatae Mariae interventu adipisci meruit 	111
Vita sanctae Mariae Aegyptiacae 	134
Logica parva 	41
Sermones de tempore et de sanctis 	48
Pergama flere volo 	61
Confessio fidei « Universis » 	15
Sic et non 	12
Theologia scholarium 	12
Epistulae 	29
Dialogus contra Judaeos 	62
Disciplina clericalis 	75
Commentaria in quattuor libros Sententiarum  	37
Reductorium morale 	65
Carmina 	57
Compendium in Job 	141
Epistolae 	264
Summa Abel 	86
Verbum adbreviatum 	60
Historia scholastica 	800
Carmina sacra et preces  	90
Epistulae 	200
Meditationes super septem Psalmos poenitentiales  	44
Epistola Luciferi 	150
Liber ruralium commodorum 	130
Tractatus moralis de oculo (sive De oculo morali) 	103
Epistolae 	246
Summa super Priscianum 	32
Syncategoreumata 	26
Thesaurus pauperum 	155
Tractatus (Summulae logicales) 	160
De morbis oculorum 	34
Tractatus mirabilis aquarum 	63
Remedia contra tentationes spirituales 	36
Glossa in Psalmos 	490
Glossa in epistolas beati Pauli 	265
Sententiae 	1250
Libellus miraculorum sancti Agnelli 	26
Passio sancti Georgii 	51
Compendium historiae in genealogia Christi 	267
Liber de sacramentis 	31
Sermones 	74
Aurora 	470
De pulsibus 	47
Descriptio Terrae Sanctae 	13
Summa super Psalterium 	33
Physiologus 	235
Pilatus 	26
Poenitentiarius 	138
Institutio de nomine et pronomine et verbo 	81
Institutiones grammaticae 	780
Historia Alexandri Magni 	20
Glosae super Donatum 	3
Liber Tytan 	3
De septem itineribus aeternitatis  	100
Homilia de Assumptione beatae Mariae Virginis 	57
Commentarium in Leviticum 	59
Pantheologia 	46
Polychronicon  	159
Vita sancti Usmari 	27
Legenda sanctae Catharinae Senensis 	59
Summa casuum 	160
Summa de matrimonio 	70
Ars generalis ultima 	31
Liber de demonstratione per aequiparantiam 	31
Tabula generalis 	38
Tractatus novus de astronomia 	28
Ars brevis 	57
Regimen sanitatis Salernitanum 	85
Chronica 	30
Regula ordinis sancti Benedicti 	300
Commentarii in Donati artem maiorem 	14
Commentarius in Boethii Consolationem philosophiae 	51
Commentarius in Boethii Opuscula sacra 	21
Commentarius in Catonis disticha  	12
Commentarius in Donati artem minorem 	39
Commentarius in Martianum Capellam 	75
Commentarius in Prudentium 	15
Commentarius in Sedulii Carmen Paschale 	19
Expositio in Psalmos 	21
Expositio missae 	28
Expositio super Genesim 	12
Expositio in Matthaeum 	31
Liber medicinalis ad Almansorem (secundum versionem Gerhardi Cremonensis) 	8
Anatomia 	80
Signa prognostica infirmitatum 	46
Summa dictaminum secundum stylum Curiae 	45
Adnotationes in Psalmos 	76
De Trinitate 	91
De duodecim patriarchis (Beniamin minor) 	269
De eruditione interioris hominis 	116
De exterminatione mali et promotione boni 	98
De gratia contemplationis (Beniamin maior) 	132
De oratione dominica 	81
De potestate ligandi atque solvendi 	59
De quatuor gradibus violentae caritatis 	94
De statu interioris hominis 	123
In Apocalypsim 	51
Liber exceptionum 	294
Sermones 	98
Ars dilatandi sermones 	27
Summa « Qui bene praesunt » 	65
Expositio canonis missae 	68
Emendatio vitae  	108
Sophistria  	8
Summa in arte grammatica 	1
Commentum super Patrem nostrum 	43
Dicta CXLVII 	38
Templum Dei 	60
Testamenta XII patriarcharum 	79
Lectiones super librum Sapientiae 	172
Opus quaestionum ac determinationum super libros Sententiarum  	48
In Donati Artem Maiorem 	2
In Priscianum 	3
Historia Hierosolymitana 	84
Summa « Breve sit »  	1
Historia de rebus Hispanie sive historia gothica 	30
Libelli de iure canonico 	68
Libelli de iure civili 	52
Aurora 	32
Flos testamentorum 	42
Summa artis notariae 	80
Tractatus notularum 	45
Descriptio Terrae Sanctae 	115
Rudium doctrina 	25
Pastorale novellum 	30
Commentaria in Canticum canticorum 	39
Liber de divinis officiis 	99
Compendium 	25
Tabulae 	53
Libellus Rabbi Samuelis de adventu Messiae (secundum versionem Alphonsi Bonihominis) 	287
In Donati Artem maiorem 	6
In Priscianum 	2
De moribus 	40
De remediis fortuitorum 	250
Sermones de sanctissima eucharistia 	102
Sermones in festo omnium sanctorum 	158
Liber de exemplis naturalibus 	51
Sermones de oratione dominica 	33
Sermones super psalmum « Miserere » 	46
Chronica (Chronographia universalis) 	63
Ylias 	26
De gestis Domini salvatoris 	73
Summa iuniorum 	44
Diadema monachorum 	53
Speculum artis bene moriendi 	105
Speculum ecclesiae 	74
Speculum humanae salvationis 	400
Speculum perfectionis status fratris Minoris 	29
Speculum virginum 	36
Statuta ecclesiae antiqua 	22
Stella clericorum 	450
Speculum novitii 	33
Sermones 	65
Aaz apprehendens 	124
Summa fratris Alexandri 	208
Summa Iovis 	41
Summa rudium 	58
Summa sententiarum 	138
Summarium Bibliae 	367
Summarium Heinrici 	35
Sybilla Tiburtina 	112
Ordo judiciarius 	115
Pharetra fidei contra Iudaeos 	132
Liber de vita et obitu et miraculis sancti Dominici, et de ordine quem instituit 	28
Vita sanctae Elisabeth 	44
Chirurgia 	25
Theoduli Ecloga 	189
Liber urinarum 	30
Schedula diversarum artium 	28
Peregrinatio 	15
De regimine principum 	37
Determinatio compendiosa de iurisdictione imperii  	30
Historia ecclesiastica nova 	26
Imitatio Christi 	800
Catena aurea 	230
Collationes de decem praeceptis 	70
Collationes super Ave Maria 	61
Collationes super Credo in Deum 	142
Collationes super Pater 	100
Compendium theologiae 	98
Contra doctrinam retrahentium a religione 	27
Contra errores Graecorum 	55
Contra impugnantes Dei cultum et religionem 	54
De aeternitate mundi 	91
De articulis fidei et ecclesiae sacramentis 	278
De ente et essentia 	180
De forma absolutionis 	43
De iudiciis astrorum 	90
De mixtione elementorum 	117
De motu cordis 	126
De operationibus occultae naturae 	86
De perfectione spiritualis vitae 	120
De principiis naturae 	86
De rationibus fidei 	77
De regno ad regem Cypri 	86
De secreto 	44
De sortibus 	44
De substantiis separatis 	29
De unitate intellectus contra Averroistas 	55
Expositio libri Boetii De ebdomadibus 	25
Expositio libri Posteriorum 	55
Expositio super Isaiam ad litteram 	27
Expositio super Job ad litteram 	81
Expositio super primam et secundam decretalem 	28
In libros de caelo et mundo expositio 	37
Lectura super Johannem 	46
Quaestiones de quodlibet 	187
Quaestiones disputatae de anima 	80
Quaestiones disputatae de ingressu puerorum 	92
Quaestiones disputatae de malo 	85
Quaestiones disputatae de opere manuali 	47
Quaestiones disputatae de potentia Dei 	69
Quaestiones disputatae de spiritualibus creaturis 	57
Quaestiones disputatae de unione Verbi incarnati 	44
Quaestiones disputatae de veritate 	126
Quaestiones disputatae de virtutibus 	45
Responsio ad ducissam Brabantiae 	83
Responsio de 36 articulis 	31
Responsio de 43 articulis 	33
Responsio de 6 articulis 	52
Scriptum super libros Sententiarum 	250
Sentencia libri de anima 	82
Sentencia libri de sensu et sensato 	54
Sententia libri Ethicorum 	168
Sententia libri Metaphysicae 	79
Sententia libri Physicorum 	53
Sententia libri Politicorum 	27
Summa contra Gentiles 	173
Summa theologiae 	250
Super librum De causis expositio 	50
De fallaciis 	66
De propositionibus modalibus 	33
Expositio super oratione dominica ex diversis doctorum dictis collecta 	176
Ars dictandi 	48
Summa dictaminis 	66
Bonum universale de apibus 	126
De naturis rerum (vel De natura rerum) 	235
Summa confessorum 	100
Tractatus de decem praeceptis  	41
Novi modi significandi 	41
De septem gradibus contemplationis 	71
De tribus punctis Christianae religionis  	135
Manipulus florum (Flores doctorum) 	194
Expositio in libros I-X De civitate Dei 	78
Torneamentum monachorum 	22
Tractatus de sacrilegiis et immunitatibus et eorum compositionibus 	27
Trotula 	122
Historia Karoli Magni et Rotholandi 	174
Concordantiae caritatis 	40
Liber pauperum 	18
Carmina 	50
De laudibus beatae Mariae virginis 	48
Liber consolatorius ad Ludovicum regem de morte fili 	31
Speculum majus 	383
Sermones de tempore et de sanctis 	40
Chronica Polonorum 	31
Viri fratres, servi Dei 	41
Visio Fursei 	32
Visio Pauli 	113
Visio Philiberti 	200
Visio Tnugdali 	169
Vita beate Virginis Marie et Salvatoris rythmica 	50
Vita et passio sancti Vigilii Tridentini ep. mart.  	31
Vita prima sancti Bernardi 	131
Vita sancti Aegidii 	90
Vita Secundi philosophi  	101
Geta 	74
Vitas patrum 	379
Vix nodosum 	27
Vocabularius ex quo 	250
Waltharius 	12
Proverbia 	36
Apologia Socratis (secundum versionem Leonardi Bruni) 	45
Tyrannus (Hiero secundum versionem Leonardi Bruni) 	200
In unum ex quattuor  	100
Introductorium in astrologiam 	50
